id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
313485,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,bachelors,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,70,60,95,90,60,0
313515,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,21,some college,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,6. Oppose moderately,1. Favor,1. A great deal,100,100,85,0,0,0,95
313546,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,HS,7. Strong Republican,7. Extremely conservative,"1. By law, abortion should never be permitted",2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,4. A little,15,50,40,50,70,70,0
313560,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,41,HS,6. Not very strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,5. None at all,0,50,0,,100,50,
313591,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,42,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,5. Oppose a little,1. Favor,1. A great deal,90,80,80,5,50,75,90
313614,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,some college,4. Independent,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,50,85,50,15,70,50,
313669,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,44,HS,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,5. None at all,85,60,15,60,85,100,60
313683,3. Refused,"1. White, non-Hispanic",,,bachelors,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,7. Oppose a great deal,,,,,,,,,
313744,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,38,bachelors,4. Independent,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,15,50,50,50,70,50,50
313751,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,35,post-grad,4. Independent,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,80,80,85,40,60,50,50
313768,1. Male,"1. White, non-Hispanic",3. Bisexual,28,bachelors,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,95,80,90,0,5,15,100
313812,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,,HS,6. Not very strong Republican,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,1. Favor,5. None at all,40,50,70,100,30,40,0
313850,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,post-grad,5. Independent-Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,2. Favor not strongly,1. Favor a great deal,2. Oppose,4. A little,0,30,30,60,60,50,0
313867,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,30,bachelors,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,75,75,50,35,50,40,45
313911,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,76,some college,6. Not very strong Republican,5. Slightly conservative,"1. By law, abortion should never be permitted",4. A lot,3. Oppose not strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,4. A little,50,100,50,50,75,80,15
313928,1. Male,3. Hispanic,1. Heterosexual or straight,21,some college,2. Not very strong Democrat,3. Slightly liberal,"1. By law, abortion should never be permitted",,3. Oppose not strongly,2. Favor moderately,,,,,,,,,
313966,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,79,bachelors,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,4. A little,70,100,70,15,60,60,50
314006,2. Female,3. Hispanic,1. Heterosexual or straight,41,bachelors,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,2. Favor moderately,1. Favor,1. A great deal,100,70,100,15,30,50,100
314020,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,30,post-grad,5. Independent-Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,85,50,60,50,40,50,
314051,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,56,post-grad,1. Strong Democrat,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,2. Favor moderately,,,,,,,,,
314112,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,49,HS,2. Not very strong Democrat,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
314136,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,43,some college,5. Independent-Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,50,50,30,85,100,50,50
314174,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,49,HS,2. Not very strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,2. Oppose,2. A lot,80,90,90,0,80,80,50
314198,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,20,HS,4. Independent,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,1. Favor strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,3. A moderate amount,50,50,50,,50,50,50
314228,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,63,some college,5. Independent-Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,4. A little,40,100,50,85,100,85,0
314235,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,57,some college,1. Strong Democrat,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,,3. Oppose not strongly,1. Favor a great deal,,,,,,,,,
314266,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,48,post-grad,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,60,100,70,0,60,40,30
314273,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,58,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,7. Oppose a great deal,1. Favor,1. A great deal,70,50,70,0,40,40,50
314297,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,68,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,1. A great deal,85,100,85,0,40,30,50
314327,2. Female,"5. Native American/Alaska Native or other race, non-Hispanic alone",3. Bisexual,27,,4. Independent,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,60,40,30,40,30,60
314372,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,41,some college,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,100,50,100,100,100,100,50
314402,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,62,post-grad,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,3. Oppose not strongly,7. Oppose a great deal,1. Favor,2. A lot,70,100,85,0,60,40,60
314419,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,,1. Favor a great deal,3. Neither favor nor oppose,1. A great deal,0,0,40,100,85,70,0
314433,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,58,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,85,100,0,0,30,85
314440,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,2. Not very strong Democrat,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,30,60,50,60,100,50,50
314471,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,35,post-grad,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,5. Oppose a little,1. Favor,1. A great deal,90,95,100,0,20,75,80
314518,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,some college,6. Not very strong Republican,5. Slightly conservative,"1. By law, abortion should never be permitted",1. Not at all,,1. Favor a great deal,2. Oppose,4. A little,0,30,30,100,85,60,0
314532,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,some college,3. Independent-Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,2. Favor not strongly,2. Favor moderately,1. Favor,3. A moderate amount,50,70,50,50,85,60,50
314549,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,post-grad,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,85,85,85,0,40,15,85
314556,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,50,95,70,25,75,49,50
314587,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,34,HS,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,50,40,100,100,70,0
314594,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,63,some college,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,15,70,60,40,70,70,30
314617,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,23,bachelors,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,5. Oppose a little,1. Favor,2. A lot,90,100,70,5,20,50,75
314631,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,63,HS,7. Strong Republican,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,60,100,50,100,50,50,50
314679,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,59,post-grad,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,3. Neither favor nor oppose,1. A great deal,90,100,95,0,70,60,75
314693,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,43,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,30,0,50,80,80,0
314716,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,69,post-grad,5. Independent-Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,0,70,55,100,100,70,0
314754,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,37,some college,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,15,85,50,50,95,80,1
314785,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,51,post-grad,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
